input,output,label
习近平总书记在会上发表重要讲话，深刻总结2021年经济工作，深入分析当前经济形势，对2022年经济工作作出重大部署，为我们做好明年经济工作，迎接党的二十大胜利召开，指明了前进方向、提供了根本遵循。,"General Secretary Xi Jinping delivered an important speech at the meeting, during which he deeply summed up the economic work of 2021, deeply analysed the current economic situation, made important arrangements for the economic work in 2022, and made vigorous preparations for us in economic work for next year, thus welcoming the victory of the Party's 20th National Congress. He pointed out the way forward and provided the fundamental principles to be followed.",0
设计，无处不在（小译林中小学阅读丛书 名师导读图文并茂 《中小学生阅读指导目录》推荐）,Design is everywhere (recommended by Xiaoyilin Community reading series of primary and middle school readings accompanied by pictures and texts under the famous teachers' reading guidance catalogue for primary and secondary school students),1
有 #PRS_ORG# 作证，做好没人去拿，#PRS_ORG# 冤枉我变自取,"There is #PRS_ORG# to testify, no one will take it, #PRS_ORG# wronged me and changing myself instead",0
战术在于“do the things right”，也就是把事做对。,"The tactic is ""do the things right,"" that is, do things right.",0
以免再次发生这样的事情,so that this does not happen again,1
他们特别向在一线抗疫的亚太裔医务工作者和志愿者致敬，并呼吁美国公众继续坚持“社交距离”等防疫准则，遏制疫情扩散。,"They paid special tribute to the Asian Pacific American medical workers and volunteers fighting the epidemic on the front line, and called on the American public to continue to adhere to epidemic prevention guidelines such as ""social distancing"" to curb the spread of the epidemic.",0
"据《中国项目管理二十年发展报告(1999-2019)》称：截止到2019年9月，全国累计PMP®报考人数近60万人次，通过PMP®认证人数约42万人，有效持证人数约30万人, 占全球PMP®持证总量的31.2%。","According to the “20 Years Development Report of Project Management China (1999-2019)”, as of September 2019, there had been nearly 600,000 PMP® applicants across China, 420,000 people who passed the PMP® certification, and approximately 300,000 valid certificate holders, accounting for 31.2% of the worldwide total.",1
另据媒体统计，今年以来，已经实施了增持回购计划的上市公司主要集中在基建行业、地产行业、信息技术行业以及电子设备制造业等。,"According to media statistics, since the beginning of this year, the listed companies that have implemented the repurchase plan are mainly concentrated in the infrastructure industry, the real estate industry, the information technology industry and the electronic equipment manufacturing industry.",1
调研期间，美国国民中患糖尿病的人数几乎增加了一倍，超过7 % ， 肥胖率在调研间的许多年中也有所增加 — — 如今约有70%的美国成人超重或是肥胖。,"During the research period, the number of American nationals suffering from diabetes almost doubled to more than 7%. The obesity rate has also increased in many years during the research period-about 70% of American adults are now overweight or obese.",1
为防范奥密克戎毒株蔓延，塞政府不断加大防控力度。,"In order to prevent the spread of the Omicron strain, the Serbian government has continuously increased its prevention and control efforts.",0
保康县检察院副检察长王忠良27日介绍，通过3个月“义务巡山”等替代性劳动，被告人周某已经和野生猕猴建立了深厚感情，并对之前捕猎动物行为深感自责。,"The deputy inspector general of Baokang County Procuratorate Wang Zhongliang introduced on the 27th that through three months of ""voluntary patrol"" and other alternative labor, the defendant Zhou had established a deep relationship with the wild macaque and was deeply blamed for the previous animal hunting behavior. .",0
但那个骑手就给放在门口，然后人就走了,"But the rider was put in the doorway, and then the man was gone",0
"由柳云龙监制、殷飞执导,柳云龙、苏青、梁冠华、李立群等主演的大型谍战剧《胜算》, 于7月16日晚7:30登陆广东卫视“活力剧场” 。","Produced by Liu Yunlong and directed by Yin Fei, the large-scale spy war drama ""Winning Odds"" starring Liu Yunlong, Su Qing, Liang Guanhua, Li Liqun, etc., landed on Guangdong Satellite TV's ""Vigor Theater"" at 7:30 pm on July 16.",0
国庆长假临近，人们的假期计划也逐渐敲定。,"As the National Day holiday approaches, people's holiday plans are gradually being finalized.",1
这个 code 包括 4 次 $20 扣减优惠,This code includes 4 $20 deductions.,1
他说，今年是中柬建交61年的开启之年，两国有着兄弟般的友好情谊，中柬互利合作将成为当地经济社会发展的动力。,"He said: this year is the opening year of the 61 years since the establishment of diplomatic relations between China and Cambodia. The two countries have a brotherly friendship, and mutually beneficial cooperation between China and Cambodia will become the driving force for local economic and social development.",0
