input,output,label
Sandrine Testud ( France ) beat Ines Gorrochategui ( Argentina ) 4-6 6-2 6-1,"[{""text"": ""Argentina"", ""type"": ""LOC""}, {""text"": ""France"", ""type"": ""LOC""}, {""text"": ""##es Gorrochategui"", ""type"": ""PER""}, {""text"": ""##rine Testud"", ""type"": ""PER""}, {""text"": ""In"", ""type"": ""PER""}, {""text"": ""Sand"", ""type"": ""PER""}]",0
"2001 65,000",[],1
"lost , winning percentage and games behind ) :",[],1
7. Gillian Russell ( Jamaica ) 13.17,"[{""text"": ""Jamaica"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Gillian Russell"", ""type"": ""PER""}]",0
""" They asked me to call in the Israeli charge d'affaires and discuss the matter with him , "" he added .","[{""text"": ""Israeli"", ""type"": ""MISC""}]",1
matches on Saturday :,[],1
LA PRESSE,"[{""text"": ""LA PRESSE"", ""type"": ""ORG""}]",1
U.S. tight-lipped on Libya 's award to Farrakhan .,"[{""text"": ""Libya"", ""type"": ""LOC""}, {""text"": ""U. S"", ""type"": ""LOC""}, {""text"": ""Farrak"", ""type"": ""PER""}]",0
Austria at Croatia,"[{""text"": ""Austria"", ""type"": ""LOC""}, {""text"": ""Croatia"", ""type"": ""LOC""}]",1
World Series cricket match between Australia and Sri Lanka on,"[{""text"": ""Australia"", ""type"": ""LOC""}, {""text"": ""Sri Lanka"", ""type"": ""LOC""}, {""text"": ""World Series"", ""type"": ""MISC""}]",1
FRANCE - Bond and PIBOR futures ended the day higher despite much stronger than expected U.S. data .,"[{""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""PIBOR"", ""type"": ""MISC""}, {""text"": ""Bond"", ""type"": ""ORG""}]",0
"Russian Prime Minister Viktor Chernomyrdin said on Friday that President Boris Yeltsin , who is vacationing outside Moscow , had backed security chief Alexander Lebed 's peace plan for Chechnya , Interfax news agency said .","[{""text"": ""Chechnya"", ""type"": ""LOC""}, {""text"": ""Moscow"", ""type"": ""LOC""}, {""text"": ""Russian"", ""type"": ""MISC""}, {""text"": ""Interfax"", ""type"": ""ORG""}, {""text"": ""Alexander Lebed"", ""type"": ""PER""}, {""text"": ""Boris Yeltsin"", ""type"": ""PER""}, {""text"": ""Viktor Chernomyrdin"", ""type"": ""PER""}]",1
"-- Jeffrey Hodgson ( 416 ) 941-8105 , e-mail : jeffrey.hodgson@reuters.com","[{""text"": ""re"", ""type"": ""ORG""}, {""text"": ""Jeffrey Hodgson"", ""type"": ""PER""}]",0
"Brazilian-born Luis Oliveira then gleefully slipped the ball past goalkeeper Rustu Recber from the right of the area to make it 2-0 seven minutes before the interval , Turkey 's best first-half effort proving to be a vicious 30-metre shot by Ogun Temizkanoglu which De Wilde tipped over .","[{""text"": ""Turkey"", ""type"": ""LOC""}, {""text"": ""##u Recber"", ""type"": ""PER""}, {""text"": ""##ust"", ""type"": ""PER""}, {""text"": ""De Wilde"", ""type"": ""PER""}, {""text"": ""Luis Oliveira"", ""type"": ""PER""}, {""text"": ""Ogun Temizkanoglu"", ""type"": ""PER""}, {""text"": ""R"", ""type"": ""PER""}]",0
"But nationalist groups , scared by the prospect of renewed Moscow domination and Russia 's backing for Lukashenko , protested against the deal .","[{""text"": ""Moscow"", ""type"": ""LOC""}, {""text"": ""Russia"", ""type"": ""LOC""}, {""text"": ""##ko"", ""type"": ""PER""}, {""text"": ""Lukashen"", ""type"": ""PER""}]",0
"Year-on-year inflation , initially estimated at 20 percent in December , was 33.8 percent in June , higher than a revised end-year forecast of 30 percent .",[],1
5. Igor Potapovich ( Kazakstan ) 5.80,"[{""text"": ""Kazakstan"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Igor Potapovich"", ""type"": ""PER""}]",0
"With the first day of the league season briefly shifting the spotlight away from the discord between the clubs and the Rugby Football Union , there were also emphatic victories for champions Bath , 56-13 winners over Orrell , and Northampton and narrow successes for Wasps and Bristol .","[{""text"": ""Bath"", ""type"": ""ORG""}, {""text"": ""Bristol"", ""type"": ""ORG""}, {""text"": ""Northampton"", ""type"": ""ORG""}, {""text"": ""Orrell"", ""type"": ""ORG""}, {""text"": ""Rugby Football Union"", ""type"": ""ORG""}, {""text"": ""Wasps"", ""type"": ""ORG""}]",1
""" These are powerful weapons , "" a spokesman with the Municipal Police told Reuters by telephone , adding that police had not ruled out a possible terrorist attack on the ornate Casa de Narino presidential palace in Bogota 's historic downtown area .","[{""text"": ""##rino"", ""type"": ""LOC""}, {""text"": ""Bogota"", ""type"": ""LOC""}, {""text"": ""Casa"", ""type"": ""LOC""}, {""text"": ""Municipal Police"", ""type"": ""ORG""}, {""text"": ""Reuters"", ""type"": ""ORG""}, {""text"": ""de Na"", ""type"": ""ORG""}]",0
Pirelli cables look to tap Chinese growth .,"[{""text"": ""Chinese"", ""type"": ""MISC""}, {""text"": ""Pirelli"", ""type"": ""ORG""}]",1
"This merger makes us much more competitive . """,[],1
6. Brahim Lahlafi ( Morocco ) 13:08.05,"[{""text"": ""Morocco"", ""type"": ""LOC""}, {""text"": ""##im Lahlafi"", ""type"": ""PER""}, {""text"": ""##rah"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""B"", ""type"": ""PER""}]",0
A policeman in the southern Belgian town of Chatelet told Reuters that thieves used a car to ram the window of an arms store in neighbouring Chatelineaux last night .,"[{""text"": ""Chatelet"", ""type"": ""LOC""}, {""text"": ""Chatelineaux"", ""type"": ""LOC""}, {""text"": ""Belgian"", ""type"": ""MISC""}, {""text"": ""Reuters"", ""type"": ""ORG""}]",1
AMERICAN LEAGUE,"[{""text"": ""AMERICAN LEAGUE"", ""type"": ""MISC""}]",1
Sanders ( 8-4 ) struck out 10 and walked three to win his fourth straight .,"[{""text"": ""Sanders"", ""type"": ""PER""}]",1
May 18 v Worcestershire,"[{""text"": ""Worcestershire"", ""type"": ""ORG""}]",1
Euro 96 absentee Nicolas Ouedec and Youri Djorkaeff scored the goals as 1998 World Cup hosts France beat Mexico 2-0 in a friendly international on Saturday .,"[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""Mexico"", ""type"": ""LOC""}, {""text"": ""Euro 96"", ""type"": ""MISC""}, {""text"": ""World Cup"", ""type"": ""MISC""}, {""text"": ""##i Djorkaeff"", ""type"": ""PER""}, {""text"": ""Nicolas Ouedec"", ""type"": ""PER""}, {""text"": ""Your"", ""type"": ""PER""}]",0
""" We could carry another 100 points lower in the Dow , "" he said . ""","[{""text"": ""Dow"", ""type"": ""MISC""}]",1
5. Leah Pells ( Canada ) 4:09.95,"[{""text"": ""Canada"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Leah Pells"", ""type"": ""PER""}]",0
games played on Thursday .,[],1
He was sent off for insulting the referee and then urged his team mates to protest .,[],1
"While the market continues to price-in higher U.S. interest rates , there was little conviction to the theory that the Federal Reserve would tighten rates before the next Federal Open Market Committee meeting on September 24 .","[{""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""Federal Open Market Committee"", ""type"": ""ORG""}, {""text"": ""Federal Reserve"", ""type"": ""ORG""}]",0
Dutch police said on Friday they had found missing German girl Nicole Nichterwitz alive on a campsite in the northern city of Groningen and had arrested her aunt and companion on charges of kidnapping .,"[{""text"": ""##roningen"", ""type"": ""LOC""}, {""text"": ""G"", ""type"": ""LOC""}, {""text"": ""Dutch"", ""type"": ""MISC""}, {""text"": ""German"", ""type"": ""MISC""}, {""text"": ""Nicole Nichterwitz"", ""type"": ""PER""}]",0
"I am not calling for him to be banned but they have to take some action . """,[],1
"All in all , playing bad 's been a good experience . """,[],1
Saqlain Mushtaq b Hollioake 0,"[{""text"": ""##ke"", ""type"": ""ORG""}, {""text"": ""##lain Mushtaq"", ""type"": ""PER""}, {""text"": ""##q"", ""type"": ""PER""}, {""text"": ""Hollioa"", ""type"": ""PER""}, {""text"": ""Sa"", ""type"": ""PER""}]",0
"The list was being studied for possible links to previous child kidnappings and prostitution , a prosecutors ' spokesman said .",[],1
"1714 - The Treaty of Baden was signed between the Holy Roman Emperor Charles VI and France , ending War of Spanish Succession .","[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""Holy Roman"", ""type"": ""MISC""}, {""text"": ""Treaty of Baden"", ""type"": ""MISC""}, {""text"": ""War of Spanish Succession"", ""type"": ""MISC""}, {""text"": ""Charles VI"", ""type"": ""PER""}]",0
4. Heli Rantanen ( Finland ) 62.78,"[{""text"": ""Finland"", ""type"": ""LOC""}, {""text"": ""##li Rantanen"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""He"", ""type"": ""PER""}]",0
9-177 .,[],1
Net 415 million 490 million 412 million,[],1
""" Naina Yeltsin looks well , she is active , she is clearly getting better , "" Yastrzhembsky quoted Yeltsin as saying .","[{""text"": ""##rzhembsky"", ""type"": ""ORG""}, {""text"": ""##ina Yeltsin"", ""type"": ""PER""}, {""text"": ""Na"", ""type"": ""PER""}, {""text"": ""Yast"", ""type"": ""PER""}, {""text"": ""Yeltsin"", ""type"": ""PER""}]",0
Radnicki ( N ) - Spartak ( to be played on Sunday ),"[{""text"": ""Radnicki ( N )"", ""type"": ""ORG""}, {""text"": ""Spartak"", ""type"": ""ORG""}]",1
on Saturday :,[],1
The Dole campaign released a letter Friday inviting their Clinton counterparts to meet with Dole campaign manager Scott Reed to discuss particulars of the televised debates .,"[{""text"": ""##le"", ""type"": ""PER""}, {""text"": ""##le"", ""type"": ""PER""}, {""text"": ""Clinton"", ""type"": ""PER""}, {""text"": ""Do"", ""type"": ""PER""}, {""text"": ""Do"", ""type"": ""PER""}, {""text"": ""Scott Reed"", ""type"": ""PER""}]",0
"The Iranian ambassador was also summoned to the ministry in Bonn to hear a sharp protest and "" disapproval of this glaring breach of the principles of international law "" , he added .","[{""text"": ""Bonn"", ""type"": ""LOC""}, {""text"": ""Iranian"", ""type"": ""MISC""}]",1
"I will in fact move to Kecskemet ( site of Petofi printing house ) for the interim and will serve as acting chief executive officer of Petofi , "" Frater said .","[{""text"": ""##of"", ""type"": ""LOC""}, {""text"": ""Kecskemet"", ""type"": ""LOC""}, {""text"": ""Pet"", ""type"": ""ORG""}, {""text"": ""Petofi"", ""type"": ""ORG""}, {""text"": ""Frater"", ""type"": ""PER""}]",0
Results of German Cup second round,"[{""text"": ""German Cup"", ""type"": ""MISC""}]",1
The other two first-round ties will pit hosts Germany against the Czech Republic and visiting France against Japan .,"[{""text"": ""Czech Republic"", ""type"": ""LOC""}, {""text"": ""France"", ""type"": ""LOC""}, {""text"": ""Germany"", ""type"": ""LOC""}, {""text"": ""Japan"", ""type"": ""LOC""}]",1
1909 - Elia Kazan born as Elia Kazanjoglus .,"[{""text"": ""##a Kazan"", ""type"": ""PER""}, {""text"": ""##a Kazanjoglus"", ""type"": ""PER""}, {""text"": ""Eli"", ""type"": ""PER""}, {""text"": ""Eli"", ""type"": ""PER""}]",0
Balls were going really fast .,[],1
Argentina at South Korea,"[{""text"": ""Argentina"", ""type"": ""LOC""}, {""text"": ""South Korea"", ""type"": ""LOC""}]",1
"In no way can Iraqi involvement be seen as helpful , "" said a Foreign Office spokesman .","[{""text"": ""Iraqi"", ""type"": ""MISC""}, {""text"": ""Foreign Office"", ""type"": ""ORG""}]",1
Chester 4 1 1 2 6 7 4,"[{""text"": ""Chester"", ""type"": ""ORG""}]",1
""" Help me , help me , "" said a chorus of women begging soldiers for food .",[],1
"This week , the market weighed Dole 's proposal to lower federal income taxes by 15 percent across the board , a package that carries a price tag of $ 548 billion .","[{""text"": ""Dole"", ""type"": ""PER""}]",1
"The consortium wanted 40 percent of Ruch 's shares , the state would get 20 percent of Ruch and 40 percent would be offered on the Warsaw stock exchange .","[{""text"": ""Warsaw"", ""type"": ""LOC""}, {""text"": ""Ruch"", ""type"": ""ORG""}, {""text"": ""Ruch"", ""type"": ""ORG""}]",1
M. Atherton lbw b Mushtaq Ahmed 1,"[{""text"": ""##q Ahmed"", ""type"": ""PER""}, {""text"": ""##shta"", ""type"": ""PER""}, {""text"": "". Atherton"", ""type"": ""PER""}, {""text"": ""M"", ""type"": ""PER""}, {""text"": ""Mu"", ""type"": ""PER""}]",0
The 11th-seeded Washington fell short of reprising his Wimbledon miracle comeback as he lost to red-hot wildcard Alex O'Brien 6-3 6-4 5-7 3-6 6-3 in a two hour 51 minute struggle on the Stadium court .,"[{""text"": ""Stadium"", ""type"": ""LOC""}, {""text"": ""Wimbledon"", ""type"": ""MISC""}, {""text"": ""Alex O ' Brien"", ""type"": ""PER""}, {""text"": ""Washington"", ""type"": ""PER""}]",0
"At Headingley ( Leeds ) : Yorkshire 290 and 329 ( R. Kettleborough 108 , G. Hamilton 61 ; P. Such 8-118 ) , Essex 372 and 100-5 .","[{""text"": ""Headingley"", ""type"": ""LOC""}, {""text"": ""Essex"", ""type"": ""ORG""}, {""text"": ""Leeds"", ""type"": ""ORG""}, {""text"": ""Yorkshire"", ""type"": ""ORG""}, {""text"": "". Hamilton"", ""type"": ""PER""}, {""text"": "". Kettleborough"", ""type"": ""PER""}, {""text"": "". Such"", ""type"": ""PER""}, {""text"": ""G"", ""type"": ""PER""}, {""text"": ""P"", ""type"": ""PER""}, {""text"": ""R"", ""type"": ""PER""}]",0
The ministry spokesman said the German embassy immediately made a sharp protest to the Tehran government .,"[{""text"": ""Tehran"", ""type"": ""LOC""}, {""text"": ""German"", ""type"": ""MISC""}]",1
It gave no further details of the venture .,[],1
"lost , winning percentage and games behind ) :",[],1
"MILWAUKEE , Wisconsin 1996-08-29","[{""text"": ""MILWAUKEE"", ""type"": ""LOC""}, {""text"": ""Wisconsin"", ""type"": ""LOC""}]",1
Melrose 107 Stirling County 10,"[{""text"": ""Melrose"", ""type"": ""ORG""}, {""text"": ""Stirling County"", ""type"": ""ORG""}]",0
Borac 4 0 0 4 1 10 0,"[{""text"": ""Borac"", ""type"": ""ORG""}]",1
SOCCER - KLINSMANN TO RETIRE AFTER 1998 WORLD CUP .,"[{""text"": ""WORLD CUP"", ""type"": ""MISC""}, {""text"": ""##L"", ""type"": ""ORG""}, {""text"": ""##INSM"", ""type"": ""PER""}, {""text"": ""K"", ""type"": ""PER""}]",0
"13. Paul McGinley ( Ireland ) 208,978","[{""text"": ""Ireland"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Paul McGinley"", ""type"": ""PER""}]",0
"At the end of pit trade , December bonds were off 27/32 at 106-25/32 , 10-year notes down 21/32 at 105-17/32 , munibonds off 17/32 at 111-20/32 , December Eurodollars were down 11 bps at 93.94 , March Eurodollars were off 13 bps at 93.72 and March T-bills were down 12 bps at 94.33 .",[],0
"Austria : Michael Konsel , Markus Schopp , Peter Schoettel , Anton Pfeffer , Wolfgang Feiersinger , Stephan Marasek , Dieter Ramusch ( Andreas Ogris 77th ) , Dietmar Kuehbauer , Anton Polster ( ( Herfried Sabitzer 68th ) , Andreas Herzog , Andreas Heraf .","[{""text"": ""Austria"", ""type"": ""LOC""}, {""text"": ""##ris"", ""type"": ""ORG""}, {""text"": ""##er Ramusch"", ""type"": ""PER""}, {""text"": ""##fried Sabitzer"", ""type"": ""PER""}, {""text"": ""##mar Kuehbauer"", ""type"": ""PER""}, {""text"": ""Andreas Heraf"", ""type"": ""PER""}, {""text"": ""Andreas Herzog"", ""type"": ""PER""}, {""text"": ""Andreas Og"", ""type"": ""PER""}, {""text"": ""Anton Pfeffer"", ""type"": ""PER""}, {""text"": ""Anton Polster"", ""type"": ""PER""}, {""text"": ""Diet"", ""type"": ""PER""}, {""text"": ""Diet"", ""type"": ""PER""}, {""text"": ""Her"", ""type"": ""PER""}, {""text"": ""Markus Schopp"", ""type"": ""PER""}, {""text"": ""Michael Konsel"", ""type"": ""PER""}, {""text"": ""Peter Schoettel"", ""type"": ""PER""}, {""text"": ""Stephan Marasek"", ""type"": ""PER""}, {""text"": ""Wolfgang Feiersinger"", ""type"": ""PER""}]",0
"July 's slight gain in incomes was the weakest in six months , since January when they were flat .",[],1
HAVANA 1996-08-31,"[{""text"": ""HAVANA"", ""type"": ""LOC""}]",1
Dunvant 21 Ebbw Vale 10,"[{""text"": ""Dunvant"", ""type"": ""ORG""}, {""text"": ""Ebbw Vale"", ""type"": ""ORG""}]",1
MOSCOW 1996-08-30,"[{""text"": ""MOSCOW"", ""type"": ""LOC""}]",1
"I want to beat him so badly that I just cannot get it together . """,[],1
MADRID 1996-08-31,"[{""text"": ""MADRID"", ""type"": ""LOC""}]",1
"Brunswijk , who led a rebel group against the military regime of Desi Bouterse in the late 1980s , is now a successful businessman with mining and logging interests .","[{""text"": ""##i Bouterse"", ""type"": ""PER""}, {""text"": ""##runswijk"", ""type"": ""PER""}, {""text"": ""B"", ""type"": ""PER""}, {""text"": ""Des"", ""type"": ""PER""}]",0
I was disappointed when a 12-footer did n't go in .,[],1
RUGBY UNION - SOUTH AFRICA BEAT ALL BLACKS 32-22 .,"[{""text"": ""##H AFRICA"", ""type"": ""LOC""}, {""text"": ""SO"", ""type"": ""LOC""}, {""text"": ""##UGBY UNION"", ""type"": ""ORG""}, {""text"": ""##UT"", ""type"": ""ORG""}, {""text"": ""R"", ""type"": ""ORG""}]",0
LOS ANGELES AT PHILADELPHIA,"[{""text"": ""##H"", ""type"": ""LOC""}, {""text"": ""##ILADELPHIA"", ""type"": ""LOC""}, {""text"": ""P"", ""type"": ""LOC""}, {""text"": ""LOS ANGELE"", ""type"": ""ORG""}]",0
"Some right-wingers demanded sovereignty in their own territory in the run-up to the elections , saying the alternative was war .",[],1
"The report , monitored by the British Broadcasting Corporation ( BBC ) , quoted security services as saying six other people were injured in the blast in the town of Staouelli .","[{""text"": ""##li"", ""type"": ""LOC""}, {""text"": ""Staouel"", ""type"": ""LOC""}, {""text"": ""BBC"", ""type"": ""ORG""}, {""text"": ""British Broadcasting Corporation"", ""type"": ""ORG""}]",0
5. Davidson Ezinwa ( Nigeria ) 10.24,"[{""text"": ""Nigeria"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Davidson Ezinwa"", ""type"": ""PER""}]",0
""" The main subject ( of the talks ) was the search for a peaceful solution for Nagorno-Karabakh , "" the source said .","[{""text"": ""##gorno -"", ""type"": ""LOC""}, {""text"": ""Karabakh"", ""type"": ""LOC""}, {""text"": ""Na"", ""type"": ""LOC""}]",0
The department said wages and salaries decreased by $ 6.9 billion in July after climbing $ 45 billion in June .,[],1
Faroe Islands - Jan Allan Mueller ( 60th minute ),"[{""text"": ""Faroe Islands"", ""type"": ""LOC""}, {""text"": ""Jan Allan Mueller"", ""type"": ""PER""}]",1
NEW YORK 1996-08-30,"[{""text"": ""NEW YORK"", ""type"": ""LOC""}]",1
Ericsson said in a statement the order was from the Guangdong Post and Telecommunications Administration ( GPTA ) .,"[{""text"": ""GPTA"", ""type"": ""ORG""}, {""text"": ""Guangdong Post and Telecommunications Administration"", ""type"": ""ORG""}, {""text"": ""Ericsson"", ""type"": ""PER""}]",0
Canada savings bonds 30.12 - 0.004 +0.578,"[{""text"": ""Canada"", ""type"": ""LOC""}]",1
7. Pyotr Bochkary ( Russia ) 5.65,"[{""text"": ""Russia"", ""type"": ""LOC""}, {""text"": ""##tr Bochkary"", ""type"": ""PER""}, {""text"": ""##yo"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""P"", ""type"": ""PER""}]",0
LOS ANGELES 1996-08-30,"[{""text"": ""LOS ANGELES"", ""type"": ""LOC""}]",1
"If she can get that threesome together , King will feel good about her chances against the Spain 's formidable duo of Arantxa Sanchez Vicario and Conchita Martinez .","[{""text"": ""Spain"", ""type"": ""LOC""}, {""text"": ""##chi"", ""type"": ""PER""}, {""text"": ""##ta Martinez"", ""type"": ""PER""}, {""text"": ""##xa Sanchez Vicario"", ""type"": ""PER""}, {""text"": ""Arant"", ""type"": ""PER""}, {""text"": ""Con"", ""type"": ""PER""}]",0
TEXAS 75 58 .564 -,"[{""text"": ""TEXAS"", ""type"": ""ORG""}]",1
"Jansher said that he was disturbed to be called a cheat . ""","[{""text"": ""Jansher"", ""type"": ""PER""}]",1
Bruno lost three world title fights before finally landing the crown by beating American Oliver McCall in a unanimous points decision at Wembley in September 1995 .,"[{""text"": ""Wembley"", ""type"": ""LOC""}, {""text"": ""American"", ""type"": ""MISC""}, {""text"": ""Bruno"", ""type"": ""PER""}, {""text"": ""Oliver McCall"", ""type"": ""PER""}]",1
European Tour after the British Masters won by Robert Allenby on,"[{""text"": ""British Masters"", ""type"": ""MISC""}, {""text"": ""European Tour"", ""type"": ""MISC""}, {""text"": ""Robert Allenby"", ""type"": ""PER""}]",1
"All the hostages were freed on Tuesday after the plane landed at Stansted airport , north of London .","[{""text"": ""London"", ""type"": ""LOC""}, {""text"": ""Stansted"", ""type"": ""LOC""}]",1
4. Mary Onyali ( Nigeria ) 11.14,"[{""text"": ""Nigeria"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Mary Onyali"", ""type"": ""PER""}]",0
""" We condemn Iraqi involvement .","[{""text"": ""Iraqi"", ""type"": ""MISC""}]",1
"In Montreal , Scott Sanders allowed one hit over eight innings and Wally Joyner hit a two-run single in a four-run third as the San Diego Padres blanked the Expos 6-0 for their sixth straight win .","[{""text"": ""Montreal"", ""type"": ""LOC""}, {""text"": ""Expos"", ""type"": ""ORG""}, {""text"": ""San Diego Padres"", ""type"": ""ORG""}, {""text"": ""Scott Sanders"", ""type"": ""PER""}, {""text"": ""Wally Joyner"", ""type"": ""PER""}]",1
Ruling Moslem party ends vote boycott .,"[{""text"": ""Moslem"", ""type"": ""MISC""}]",1
"Jones Medical Industries Inc said Friday it completed the acquisition of Daniels Pharmaceuticals Inc of St. Petersburg , Fla. , for about 2,960,000 shares of Jones common stock .","[{""text"": ""Fla"", ""type"": ""LOC""}, {""text"": ""St. Petersburg"", ""type"": ""LOC""}, {""text"": ""Daniels Pharmaceuticals Inc"", ""type"": ""ORG""}, {""text"": ""Jones"", ""type"": ""ORG""}, {""text"": ""Jones Medical Industries Inc"", ""type"": ""ORG""}]",0
But that did not prevent him from collecting the one-match suspension .,[],1
Atlanta 6 CHICAGO 5 ( 2nd game ),"[{""text"": ""##ICAGO"", ""type"": ""ORG""}, {""text"": ""Atlanta"", ""type"": ""ORG""}, {""text"": ""CH"", ""type"": ""ORG""}]",0
3. Carla Sacramento ( Portugal ) 4:08.96,"[{""text"": ""Portugal"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Carla Sacramento"", ""type"": ""PER""}]",0
Eric Anthony hit a pair of solo homers for the Rockies .,"[{""text"": ""Rockies"", ""type"": ""ORG""}, {""text"": ""Eric Anthony"", ""type"": ""PER""}]",1
Talk that the Missouri banks were seeking inflated prices from buyers was seen as a reason a deal has not occurred sooner .,"[{""text"": ""Missouri"", ""type"": ""LOC""}]",1
Baltimore 5 SEATTLE 2,"[{""text"": ""##ATTLE"", ""type"": ""ORG""}, {""text"": ""Baltimore"", ""type"": ""ORG""}, {""text"": ""SE"", ""type"": ""ORG""}]",0
"Representatives of the five nations making up the committee -- Israel , Lebanon , Syria , France and the United States -- will meet at 11 a.m. ( 0800 GMT ) in Naqoura , the coastal headquarters of the U.N. Interim Force in Lebanon ( UNIFIL ) .","[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""Israel"", ""type"": ""LOC""}, {""text"": ""Lebanon"", ""type"": ""LOC""}, {""text"": ""Lebanon"", ""type"": ""LOC""}, {""text"": ""Naqoura"", ""type"": ""LOC""}, {""text"": ""Syria"", ""type"": ""LOC""}, {""text"": ""United States"", ""type"": ""LOC""}, {""text"": ""GM"", ""type"": ""MISC""}, {""text"": ""U. N. Interim Force"", ""type"": ""ORG""}, {""text"": ""UNIFIL"", ""type"": ""ORG""}]",0
"Phil Mickelson , the only four-time winner on the PGA Tour , skipped the tournament after winning the World Series of Golf last week .","[{""text"": ""PGA Tour"", ""type"": ""MISC""}, {""text"": ""World Series of Golf"", ""type"": ""MISC""}, {""text"": ""Phil Mickelson"", ""type"": ""PER""}]",1
"Gonzalo Montoya , a police commander in Tacambaro , told Radio Red the group was armed with AK-47s and other high-powered assault rifles and wore military-style fatigues .","[{""text"": ""Tacambaro"", ""type"": ""LOC""}, {""text"": ""AK - 47"", ""type"": ""MISC""}, {""text"": ""Radio Red"", ""type"": ""ORG""}, {""text"": ""Gonzalo Montoya"", ""type"": ""PER""}]",0
EASTERN DIVISION,"[{""text"": ""EASTERN DIVISION"", ""type"": ""MISC""}]",1
- - - -,[],1
Lithuania - Danius Gleveckas ( 13rd ),"[{""text"": ""Lithuania"", ""type"": ""LOC""}, {""text"": ""##us Gleveckas"", ""type"": ""PER""}, {""text"": ""Dani"", ""type"": ""PER""}]",0
4 - Peter Nicol ( Scotland ) beat 7 - Chris Walker ( England ) 15-8 15-13 13-15 15-9,"[{""text"": ""England"", ""type"": ""LOC""}, {""text"": ""Scotland"", ""type"": ""LOC""}, {""text"": ""Chris Walker"", ""type"": ""PER""}, {""text"": ""Peter Nicol"", ""type"": ""PER""}]",1
NEW YORK 59 75 .440 25,"[{""text"": ""NEW YORK"", ""type"": ""ORG""}]",1
The judge died later in hospital .,[],1
"South African right-wing Afrikaners on Saturday revived their campaign for a form of self-rule , identifying a sparsely-populated area in Northern Cape province as the best place for a home of their own .","[{""text"": ""Northern Cape"", ""type"": ""LOC""}, {""text"": ""##ners"", ""type"": ""MISC""}, {""text"": ""Afrika"", ""type"": ""MISC""}, {""text"": ""South African"", ""type"": ""MISC""}]",0
"France on Friday expelled another African man seized in a police raid on a Paris church as about 100 Air France workers denounced "" charters of shame "" used to fly illegal immigrants home .","[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""Paris"", ""type"": ""LOC""}, {""text"": ""African"", ""type"": ""MISC""}, {""text"": ""Air France"", ""type"": ""ORG""}]",1
Government officials were not available to comment .,[],1
"Albright , who arrived from Uruguay , will rest most of the weekend in Chile , officials said .","[{""text"": ""Chile"", ""type"": ""LOC""}, {""text"": ""Uruguay"", ""type"": ""LOC""}, {""text"": ""Albright"", ""type"": ""PER""}]",1
5. Tegla Loroupe ( Kenya ) 15:08.79,"[{""text"": ""Kenya"", ""type"": ""LOC""}, {""text"": ""##g"", ""type"": ""PER""}, {""text"": ""##la Loroupe"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Te"", ""type"": ""PER""}]",0
"6. Mark McNulty ( Zimbabwe ) 254,247","[{""text"": ""Zimbabwe"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Mark McNulty"", ""type"": ""PER""}]",0
Doncaster 4 1 1 2 4 5 4,"[{""text"": ""Doncaster"", ""type"": ""ORG""}]",1
It 's the end .,[],1
The U.S. 10-year benchmark fell 21/32 to yield 6.95 percent .,"[{""text"": ""U. S."", ""type"": ""LOC""}]",0
""" Today the concentration was the most important thing for me , "" Mitchell said .","[{""text"": ""Mitchell"", ""type"": ""PER""}]",1
Stenhousemuir 0 Stranraer 1,"[{""text"": ""Stenhousemuir"", ""type"": ""ORG""}, {""text"": ""Stranraer"", ""type"": ""ORG""}]",1
SOCCER - AUSTRIA DRAW 0-0 WITH SCOTLAND IN WORLD CUP QUALIFIER .,"[{""text"": ""AUSTRIA"", ""type"": ""LOC""}, {""text"": ""WORLD CUP"", ""type"": ""MISC""}, {""text"": ""SC"", ""type"": ""PER""}]",0
LONDON 1996-08-31,"[{""text"": ""LONDON"", ""type"": ""LOC""}]",1
EDMONTON 1996-08-31,"[{""text"": ""EDMONTON"", ""type"": ""LOC""}]",1
